total_time,treesearch,rollout,M,counter
133.11081910133362,1.7748098023732504,1.7393869876861572,75,1
134.94609999656677,1.7992802333831788,1.7622585455576578,75,1
134.13058924674988,1.7884067153930665,1.752065372467041,75,1
138.48345494270325,1.8464450200398763,1.7904717890421549,75,1
132.86670804023743,1.7715548674265544,1.7350001843770344,75,2
141.89105987548828,1.8918797588348388,1.854961020151774,75,2
133.2753710746765,1.7770037714640299,1.7227128156026204,75,2
131.12599802017212,1.748345521291097,1.7132593695322673,75,2
128.2088270187378,1.7094498825073243,1.6724020767211913,75,3
133.97444105148315,1.7863247426350912,1.749678767522176,75,3
126.40506339073181,1.6853997166951498,1.6510975551605225,75,3
138.61478304862976,1.8481960519154867,1.8123531595865885,75,3
127.46758389472961,1.6995666599273682,1.6617533524831136,75,4
124.66438508033752,1.6621907742818196,1.6242566267649332,75,4
